id,type,name,nameResale,nameAI,description,latitude,longitude,annualRevenueIncreasePct,createdAt,updatedAt,parentId,picture,isFavorite
291,municipality,Rincón de la Victoria,Rincón de la Victoria,La Cala del Moral,,36.71788790,-4.30258760,2.1,2025-05-29 17:15:49.118854,2025-06-04 09:54:13.324659,2,"",f
255,area,Las Chapas-El Rosario,El Rosario,San Pedro Alcántara,"A tranquil, family-friendly area just east of Marbella, El Rosario features spacious villas, sea views, and a relaxed community feel. With close access to international schools, beaches, and golf courses, it’s perfect for both year-round living and holiday escapes.",36.50453070,-4.80884670,7.85,2025-05-29 17:15:49.118854,2025-06-12 12:43:59.180298,207,"",f
256,neighbourhood,El Rosario-Ricmar,El Rosario,San Pedro Alcántara,"A tranquil, family-friendly area just east of Marbella, El Rosario features spacious villas, sea views, and a relaxed community feel. With close access to international schools, beaches, and golf courses, it’s perfect for both year-round living and holiday escapes.",36.50453070,-4.80884670,7.85,2025-05-29 17:15:49.118854,2025-06-12 12:50:05.337632,255,"",f
293,area,Lo Cea - Los Cortijos,,La Cala del Moral,,36.71658440,-4.26405470,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
294,area,Añoreta Golf - Paraíso del Sol,,La Cala del Moral,,36.72011300,-4.23979590,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
295,area,Playa del Rincón,,La Cala del Moral,,36.71468500,-4.28879410,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
296,area,Cotomar - Urbanizaciones,,La Cala del Moral,,36.71480770,-4.27249920,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
297,area,Añoreta baja,,La Cala del Moral,,36.72163860,-4.24558310,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
298,area,Gran Sol - Montesol,,La Cala del Moral,,36.72101010,-4.28474490,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
299,area,Torre de Benagalbón,,La Cala del Moral,,36.71452820,-4.24615310,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
300,area,Benagalbón,,La Cala del Moral,,36.73809080,-4.24551210,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,291,,f
301,municipality,Ronda,Ronda,Ronda,,36.74620900,-5.16122510,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,2,,f
302,area,Casco Histórico,,Ronda,,36.73798020,-5.16459470,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
303,area,Centro,,Ronda,,36.74170440,-5.16467880,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
304,area,Partidas Norte,,Ronda,,36.76831950,-5.15379570,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
305,area,San Cristóbal,,Ronda,,36.74934730,-5.15823310,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
306,area,San Francisco,,Ronda,,36.74587310,-5.16509570,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
307,area,San Rafael,,Ronda,,36.74896460,-5.15116230,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
308,area,El Fuerte - La Dehesa,,Ronda,,36.75200270,-5.17328720,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
309,area,La Planilla,,Ronda,,36.72791480,-5.15226590,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
310,area,Partidas Sur,,Ronda,,36.73408550,-5.16432110,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
311,area,Zona Juzgados - La Feria,,Ronda,,36.75042740,-5.14446850,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,301,,f
313,area,Poniente-Faro,,La Cala del Moral,,36.73504300,-4.09608590,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,312,,f
314,area,Centro,,La Cala del Moral,,36.74124740,-4.09428610,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,312,,f
315,area,Viña Málaga,,La Cala del Moral,,36.74150520,-4.09855050,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,312,,f
316,area,Paseo Marítimo de Levante,,La Cala del Moral,,36.74399320,-4.08660640,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,312,,f
317,area,El Tomillar,,La Cala del Moral,,36.75164260,-4.08801580,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,312,,f
318,municipality,Torremolinos,Torremolinos,Torremolinos,,36.62198170,-4.49992870,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,2,,f
320,neighbourhood,Manantiales - Estación de Autobuses,,Torremolinos,,36.62721200,-4.50257300,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,319,,f
321,neighbourhood,Calvario,,Torremolinos,,36.62304500,-4.50353600,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,319,,f
322,neighbourhood,Ayuntamiento,,Torremolinos,,36.62132620,-4.50749450,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,319,,f
323,neighbourhood,Loma de los Riscos,,Torremolinos,,36.61831170,-4.50412490,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,319,,f
324,area,Playamar,Los Alamos,Torremolinos,,36.64424510,-4.48199270,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,318,,f
325,neighbourhood,Los Álamos,Los Alamos,Torremolinos,,36.64424510,-4.48199270,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,324,,f
326,neighbourhood,Playamar - Benyamina,Playamar,Torremolinos,,36.63167280,-4.49385520,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,324,,f
327,neighbourhood,La Colina,La Colina,Torremolinos,,36.63937860,-4.49440890,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,324,,f
328,area,Montemar,Montemar,Torremolinos,,36.60536800,-4.51149190,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,318,,f
329,area,El Pinillo,El Pinillo,Torremolinos,,36.60984410,-4.51536000,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,318,,f
330,area,La Carihuela - Los Nidos,La Carihuela,Torremolinos,,36.60991560,-4.50495370,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,318,,f
331,area,El Bajondillo,Bajondillo,Torremolinos,,36.62397490,-4.50171470,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,318,,f
332,area,La Leala - El Saltillo,La Leala,Torremolinos,,36.60965430,-4.52600150,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,318,,f
333,area,El Pinar - Palacio de Congresos,,Torremolinos,,36.63226310,-4.50530710,5.5,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,318,,f
335,area,Torrox Pueblo,,La Cala del Moral,,36.75447830,-3.95149230,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,334,,f
336,area,El Peñoncillo,,La Cala del Moral,,36.73470730,-3.94085630,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,334,,f
337,area,Urbanización Santa Rosa,,La Cala del Moral,,36.73808780,-3.97166900,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,334,,f
338,area,Centro Internacional,,La Cala del Moral,,36.75816020,-3.95116220,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,334,,f
339,area,El Morche,,La Cala del Moral,,36.73902110,-3.99321980,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,334,,f
340,area,Laguna Beach,,La Cala del Moral,,36.73282330,-3.97755970,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,334,,f
341,area,Torrox Park,,La Cala del Moral,,36.75447830,-3.95149230,5.01,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,334,,f
343,area,Norte - Barrio del Pilar - El Reñidero,,Pinos de Alhaurín,,36.78763320,-4.10509500,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
344,area,Camino Viejo de Málaga,,Pinos de Alhaurín,,36.77536200,-4.10341640,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
350,area,Camino Algarrobo - Las Arenas,,Pinos de Alhaurín,,36.77423960,-4.09405310,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
319,area,Centro,"Torremolinos Center,Torremolinos Centro",Torremolinos,,36.62745470,-4.49855050,5.5,2025-05-29 17:15:49.118854,2025-06-04 08:56:48.813772,318,"",f
345,area,Centro Histórico,,Malaga,,36.78350080,-4.10288780,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
348,area,Algeciras,Algeciras,Sotogrande,,36.14075910,-5.45623300,6.59,2025-05-29 17:15:49.118854,2025-06-16 12:24:56.326172,347,"",f
347,municipality,Campo de Gibraltar,,Sotogrande,,36.13319000,-5.44919440,6.59,2025-05-29 17:15:49.118854,2025-06-16 12:24:38.365227,346,"",f
346,province,Cadiz,Cadiz,Sotogrande,,36.52101420,-6.28045650,6.59,2025-05-29 17:15:49.118854,2025-06-16 12:22:25.427011,1,"",f
312,municipality,Torre del Mar,"Torre del Mar,Almayate",La Cala del Moral,,36.73504300,-4.09608590,5.01,2025-05-29 17:15:49.118854,2025-06-05 10:47:46.155148,2,"",f
334,municipality,Torrox,"Torrox,Torrox Costa",La Cala del Moral,,36.75447830,-3.95149230,5.01,2025-05-29 17:15:49.118854,2025-06-04 10:42:33.417127,2,"",f
351,area,San Roque,"San Roque,San Martín de Tesorillo,San Roque Club",Sotogrande,,36.21046150,-5.38443170,6.59,2025-05-29 17:15:49.118854,2025-06-16 12:25:36.281005,347,"",f
353,area,El Limonar,,Pinos de Alhaurín,,36.76969850,-4.09377950,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
361,area,Centro Ciudad - El Carmen,,Pinos de Alhaurín,,36.78094180,-4.10591000,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
362,area,Los Olivos,,Pinos de Alhaurín,,36.77519410,-4.09835970,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
363,area,Capuchinos,,Pinos de Alhaurín,,36.77956940,-4.10057560,2.1,2025-05-29 17:15:49.118854,2025-05-29 17:15:49.118854,342,,f
349,area,Zona Hispanidad-Vivar Téllez,,Pinos de Alhaurín,,36.78345660,-4.10870580,2.1,2025-05-29 17:15:49.118854,2025-05-30 07:52:38.803472,342,"",f
401,country,Montenegro,,,,42.70867800,19.37439000,,2025-05-30 10:23:47.839864,2025-05-30 10:23:47.839864,,"",f
